用户名,评论时间,评论内容,评分,赞同数,情感
入夜,2023/1/29 16:13,"我觉得这部还行
当作喜剧片不用考虑那么细的话
没啥问题
打斗场面都是挺好的
就是有些台词有点尬
比一些流量啥拍的好多了
刚好碰上渣浪的热搜
百分之95的演员收入低微
想想也确实可怜。",40,4,1
拥抱无尽的虚空,2023/2/19 12:55,……6,20,0,0
顺然_2057,2023/2/11 23:01,算看过了。,20,0,0
箫亦与申白,2023/3/3 16:15,多一星给对比其他网大已经很好了。铁锅大乱炖，笑过就没了。像那种短视频连续剧然后拼起来感觉,30,0,1
刘三十,2023/2/5 17:21,看过了 补标,30,0,1
刘备,2023/2/5 22:40,"还是相当不错的网络大电影。
各种方面来说，
各种打戏啊，战斗啊，很多点都很感动。
金发美女，双踢敌枪。
各种动作非常酷炫。
可能成本还是有点低了，要成本再给高一点的话，估计更爽。
当然最后那点剧情拼接的感觉都有点莫名其妙的。",50,1,1
拥抱无尽的虚空,2023/2/19 12:55,……6,20,0,0
念念不忘,2023/1/30 12:53,还不错的动作片，武打戏在线。,40,0,1
顺然_2057,2023/2/11 23:01,算看过了。,20,0,0
糖呢呢怪,2023/1/27 18:35,就，咋说呢,0,0,0
e,2023/2/1 21:39,哈哈 这个网大还挺好玩的。至少笑点和打斗有点 比以前的网大好。ps 是不是大毒贩都叫颂帕,30,0,1
键盘,2023/2/3 9:43,故事情节有点荒诞，画面稍显不真实，如果结合片头和片尾彩蛋，把整个故事理解为一个精神病的臆想，就没有违和感了。,40,2,1
江声,2023/2/1 18:14,一部烂片，拍出了大片的既视感,20,0,0
宏超,2023/2/22 22:12,还是不错的。,40,0,1
油漆君,2023/1/27 13:03,浪费了我15分钟 及时止损,20,0,0
排骨不喜鱼,2023/1/29 12:43,"2023009《狙击之王之暗杀》
一般的故事节奏，急救的时候，血管冒血是真的醉了，笑不活了。",20,0,0
北纬28度的风,2023/1/28 20:22,女主打戏可以的,30,0,1
山己几小菇凉,2023/3/20 12:20,绝对是搞笑剧。,20,0,0
/,2023/1/27 6:33,无论如何看完了,10,0,0
Torrys,2023/1/29 8:03,什么年度狗血日漫宅男大“烂”片….居然还有点爽，和史泰龙的《第一滴血》一个类型电影，但是烂就烂在真的毫无逻辑，不论故事剧情还是物理打斗。作为一部下饭电影看，还算及格吧，当个爽片看就行啦。真的烂….哈哈哈哈哈哈，从头笑到尾，不是剧情搞笑，是无逻辑的笑。,20,0,0
dfwogj,2023/1/27 9:36,当喜剧看还行。,40,0,1
C'est  La  Vie,2023/2/12 22:59,作为网大已经合格了，造型和打斗缝合了很多电影，节奏和转场快，打斗戏份居然很是可以。,30,0,1
乐乐,2023/1/31 19:12,真想多给点，但是三星已经是极限了。剧情零分。女主1星。鼓励给1星。彩蛋告诉大家女主是个疯子，一切都是幻想。算是个小反转。加一星。,30,0,1
行者,2023/2/14 12:36,美学暴力与喜剧完美结合，刺激满满的，完美商业片，堪比疯狂的麦克斯之狂暴之路,50,0,1
爱伦陶德,2023/2/14 19:23,"你们是抱着什么样的心态打低分的？你指望他是经典西方的人文艺术，还是中国水墨画？
他就是可乐炸鸡爆米花的快乐。
我给五星。
导演和演员们很会抓住观众的爽点。",50,0,1
北极熊要减肥,2023/2/25 11:27,这些片子只能看看剪辑版，终究还是烂片,20,0,0
橙子??,2023/1/24 13:58,盲战里杨杏饰演的变态女杀手就很带感，这回又是他主演的，我觉得很好看，还有修睿哈哈哈哈哈，戏路完全打开了吗？？？这是喜剧片吧。不能深究，但是打的确实挺爽的，导演拍打戏还有爆炸戏真好啊，看的热血沸腾的。而且女主受伤了，他那个肩膀上的伤口一直在，还不错。虽然有点老套，相爱的人最后相杀，那个金发萝莉jk妹妹，长得也不好看，但是大长腿美啊。女主也学007里头那个美艳女特工，晚礼服裙子大杀四方，无所不能。反正总体来说，我觉得不带脑子看，挺好看的。喜欢杨杏演的女杀手，动作干净利落，又变态，又邪，又好看。??????,50,4,1
Raccoon,2023/1/26 22:01,热闹的网大，看着挺乐呵的,20,0,0
1败家1,2023/2/5 11:10,这老姐以后必定成为影后,20,0,0
卫左道,2023/3/4 11:57,疯批美人,10,0,0
喧嚣惘闻,2023/2/17 20:39,我觉得还行啊,40,0,1
六度分离,2023/3/3 23:38,动作设计还是帅的，女主美的刚刚好，叨叨加进来正完美,40,0,1
frank7126,2023/1/26 20:01,动作场面一流，大银幕电影也很少达到这个水准，有些搞笑的情节也不错，就是这个故事太莫名其妙了，否则5星,40,0,1
淡水Ray,2023/4/22 16:03,网大可以理解为美国的B级片，甚至个别更好一些……话说女主真像孙俪啊。,30,0,1
茅十八,2023/3/14 12:11,没想到网大竟然有这种水平了，挺好，动作设计不错，也有笑点。适合放松一看,30,0,1
里里看电影,2023/1/29 15:30,"好看真有意思
姐姐好飒
医生好搞笑
那个男的也挺帅",50,1,1
匁匁,2023/1/26 3:57,长评被吞了，写个短评吧。前期有点磕金发暴躁妹女二和甜甜圈战神女主，女主被捆绑play，女二正面埋月匈、背面搂腰、禁谷欠系白手套掐双臀，这一段真的很好磕的说～女主还对女二撒娇要吃的，没得逞就自己溜出来找吃的，然后吧唧的咀嚼声又撩得女二直冒火，两人就开打了。我这叫击剑cp，除却这段，只知道女主姐姐动作戏真的很飒啊！狙击的镜头比较酷的是从露天餐厅狙击到新闻发布会场小孩脚上的链子、透过放大镜狙击到对面的瞄准镜。还有由于我磕女一女二所以觉得男主很多余，毒枭换个没有感情线的反派角色也能演。另外演员的表演都是病娇感的风格（不是说人设是病娇），就是整部剧的配音和表情这些，除了小孩和一位白衣将领其他角色都是阴森森的画风。然后设定我觉得是在架空的国度叭，最后医生的镜头没看懂，很刻意的悬念反转。,30,1,1
Tina Chow,2023/2/17 12:36,造型很好看 动作也很好看 就是剧情不太饱满,30,0,1
7号,2023/2/11 7:36,这点电影全是特效，低成本电影吧。电影标签还是犯罪，动作。这完全是喜剧片好吧。我别的不说用放大镜搞死狙击手。两边人在开火居然毫发无伤，不愧是主角。知道电影评分为什么这么低吗？是因为主角从头到尾毫发无伤。国产大部分电影都是这样。主角光环的都毫发无伤，就算是死了也能复活，我真的想笑，做成这样评分能高吗？有票房吗？反正祝你们好运,10,1,0
爱是黄昏与日暮,2023/1/27 0:44,作为一部网大来说，蛮不错的，但是配音着实让人出戏,30,0,1
薄荷阿姨,2023/1/24 21:29,女主真的很有魅力！要是体脂率再低一点我就爱了,40,2,1
SamoyeD-BOY,2023/1/28 2:28,拍的不错，有看到胸下垂和女杀手仰八叉倒地的镜头吗？哈哈哈 | 女主角安娜-杨杏饰演，很像年轻版的孙俪呢（也有点像房夕婷）。皮佳娜-郭慕涵饰演，李嘉颐-女狙击手，李雨蔓 Yuman Li-女护工,40,1,1
小小ovo,2023/2/3 10:07,"爆米花爽剧，打斗很精彩，呆萌又疯批美女kill手，她有点像辛芷蕾又有点像魔女里面的金多美，罗杰有点像yyqx哈哈，还披了海军大衣，可不就是one piece么
金发齐刘海持剑者也不错呀
节奏快，各种枪战爆炸很刺激，看花絮都是实打实的，演员都很拼，感谢敬业的演员",40,0,1
田材今,2023/2/16 21:43,网大除了所谓的惊悚片和鬼片，其他的系列也能出衍生电影了。这部电影明显就是根据去年的《盲战》里的角色衍生拍出来的。,20,0,0
那就不加V,2023/4/6 22:21,喜剧,20,0,0
Unknown_58,2023/1/24 15:07,游戏，经典老片缝合怪，抄，这个操作是传统了,10,1,0
?鹿嘎达,2023/1/25 22:46,2?半吧。女主角和配音不太贴啊。打戏还行吧。很夸张就是了。,20,0,0
moer,2023/2/6 20:32,真的太烂了，烂到心说找个烂片不带脑子看看消磨一下时间吧，结果都看不下去的程度...还有人说这是喜剧，话说这哥们真的重新定义喜剧，难道还是说，烂到好笑所以叫喜剧吗？导演和演员一顿忙乎挺不容易，高低也得给整个两星挽尊一下，再多说赶不上剧组发盒饭了，呃，给剧组提一杯...拍的挺好，下次别拍了。,10,0,0
Patrick,2023/2/10 13:00,持续性的喜剧片荒后，在一部战争动作片中找到了无数的笑点。关键它不仅好笑，作为动作片该有的它都有。,40,0,1
夏ちゃん,2023/1/30 22:04,"挺好看的疯批网大。
叨叨这个角色很可爱。",40,0,1
糖梨,2023/2/3 22:35,演技真是乱啊！还有些那个神经兮兮的角色，莫名其妙。不过，片中各种爆炸和枪战，比较抢眼，所以本片，适合无脑者观看。。。,30,0,1
甜甜的吧,2023/1/28 17:27,就~离谱无厘头爽片？！吧。,20,0,0
无路用的人,2023/4/18 15:57,烂片上网大是有理由的,10,0,0
草凡,2023/1/31 22:27,刀刀这普通话，果然是剧里笑点担当,40,0,1
阿兑,2023/1/26 18:10,啥玩意儿啊,10,0,0
大海的群青,2023/1/27 18:54,给一星都是仁慈，导演连基本的运镜都不懂，演员像从抖音土味剧里面挖出来似的，台词功底差的离谱。剧情和情节像把观众当弱智一样对待??看着拍摄成本也不低，??彻底将网剧作为洗钱的方式了,10,1,0
...骑?士...,2023/2/5 21:56,智障剧情,10,0,0
MihoTifa,2023/4/7 0:34,女主演技再好些的话，可以给四星,30,0,1
六楼,2023/4/10 19:24,垃圾网大,10,0,0
在和谐中成长♂,2023/4/30 1:14,不知为什么会这么低分，反正我看了，很爽的爽片,50,0,1
del,2023/1/25 23:29,有些出乎意料的網大～道具、服裝、場景可以說是一塌糊塗，劇情也很爛，模仿生化危機的紅裙也太過明顯～但裡面的醫生真的很搞笑,30,1,1
葵,2023/1/26 17:25,一言难尽 有些部分很疯批 但剧情hmmm,20,0,0
狂飙可以飙,2023/1/26 22:12,后面算了，不看了,20,0,0
Jack,2023/1/28 19:22,我觉得这是一部以枪战为题材的喜剧片，冬草姐姐越来越适合这种枪战动作类电影了。虽然里面有抄袭还原的片段，但我就是来图一乐的，觉得还可以,40,0,1
返程,2023/3/26 14:25,怎么会有那么多懂王纠结枪械、操作合理性啊，刺客联盟子弹还能旋转你咋不说，国内打斗爽片，女主疯批个性鲜明、战斗力强、不拖泥带水、极有魅力，其他配角都不拉胯。打斗精彩、酷炫，穿插有不尬的笑点。这妥妥优质爆米花啊！,50,0,1
侯健  ????,2023/5/1 12:00,神经质女主，全程高能！不输院线电影！,40,0,1
转圈,2023/1/24 17:02,拍的还挺努力的,30,2,1
北京卖盘的,2023/2/1 17:14,挺不错的网剧~,40,0,1
猪兔子,2023/2/12 21:20,剧情槽点满满，但也能看；节奏紧凑，人设出彩；笑点还行，能笑出来；几乎从头打到尾，动作设计不错。,30,0,1
对不起了三叶,2023/5/11 13:12,各种各样的梗满天飞，少了安志杰，要不然就是盲战三人组了。,20,0,0
lovemaiforever,2023/1/25 2:37,惊喜之作,40,1,1
面壁者,2023/1/27 22:59,女主的神经质有点酷。,30,1,1
二二二二,2023/1/27 22:10,我脑子是有什么大病，大半夜打开这个,10,0,0
豆友210537780,2023/1/28 22:08,前面作为喜剧片还是不错 后面动作是什么玩意,20,0,0
steven_hwh,2023/2/5 23:01,比起第一部更尬了些，矛盾冲突没那么重要,20,0,0
黑暗中的光,2023/1/26 19:44,三星给女主 好看 我喜欢,30,1,1
长戟虫,2023/1/27 19:37,编剧自裁吧,10,0,0
天气先生,2023/3/11 12:52,狗屎,10,0,0
西红柿杀手,2023/2/19 21:09,盲战后量身定做的疯批角色吧，网大现在比“大师们”有前途。,40,0,1
肖申克的舅叔,2023/1/26 1:53,这是啥呀？！,20,0,0
巴古,2023/1/26 19:29,太吵了,10,0,0
影视狂人,2023/2/5 19:35,动作设计还是可以的,30,1,1
女神的二叔,2023/5/5 23:22,女杀手还是挺飒的，就是故事设定有点尴尬。,20,0,0
我动,2023/2/4 3:47,我是抱着大烂片的心理点开的，但是您别说，有几段还真挺好看！女主的雀斑和黄毛女的眼角纹都挺好看的。打打杀杀的女性哪有那么多时间护肤,30,0,1
★☆★,2023/1/26 17:31,豆瓣啥时候能有负分啊,10,0,0
甜面儿酱,2023/1/27 20:07,故事烂了点，动作枪战还是不错的,30,0,1
豆友Cmt3PIuHsw,2023/1/26 19:24,一发子弹毫无偏差地射中了另一个枪口里，并且还能爆头，太牛逼,10,0,0
侧脸微笑,2023/1/30 20:52,也算是发制作吧，要是请些好演员，上个大荧幕，也算个好片！,30,0,1
五斗先生,2023/2/4 18:42,这都算什么啊，演了个大夸张,10,0,0
Deryfus,2023/1/26 1:35,反正，看得下去。,30,0,1
大雪龙骑,2023/2/4 19:21,拍得算用心，故事也还行，节奏也不错。为什么差评呢？因为抄袭和融梗，永远做不出真正的好作品。东西再好，也不是你的。抄袭永远可耻。,10,0,0
霜满天,2023/1/30 16:58,…剧情完全不能看…动作部分，还马马虎虎…,20,0,0
ParadiseKiss,2023/2/7 13:51,只有打斗，没有人物，剧情无语，为爽而爽…… 这么多钱给导演自嗨合适吗？打两星都嫌多,10,0,0
西门雪,2023/5/4 22:56,很用心的一部电影。无论时剧情还是效果，都是一流的水平。演员的演出自然，演技无可挑剔，特别时女主角，真实地把一个技术过人的特种兵演活了，有血有肉，真情实感。眼睛里流露出来的，都是配合着剧情发展该有的变化。电影观赏性十足。战斗场面不会儿戏，多次出来的坦克，给了大家足足的震慑感，让观众看得十分过瘾。,40,0,1
夜深沉,2023/3/18 23:14,2023.37,20,0,0
DearAlexander,2023/1/28 21:10,挺好的我觉得，大女主。小孩子看的很欢乐，大人觉得也有意思,40,0,1
ff9han,2023/1/25 22:58,动作戏还可以，这就是一爽片，看杨杏演个疯批美人，剧情啥的演的稀碎，但是笑点还是有的。,20,0,0
不语,2023/4/23 0:23,虽然乱七八糟，但是看着还行,30,0,1
Peter,2023/1/25 1:18,超乎意料的好看,50,1,1
雷震子,2023/3/9 0:51,节奏可以，但剧情不行，缝合怪，,20,0,0
郭曦,2023/2/14 1:57,一帮国人非要扮演酋长国的国民，代入感很差，不过动作设计在国产网大中算一流。,30,0,1
南风,2023/2/26 9:26,有点神剧了。,30,0,1
抹茶233,2023/1/24 22:40,还成，各种内容缝合，茶余饭后爆米花片子合格,30,0,1
何当共剪西窗烛,2023/5/9 14:02,"很网飞的一部网大，大数据搜罗观众喜欢看啥，一股脑全部塞里面，最后在主旋律一下。
可惜女主的疯批模样塑造得有点差，不怪演员，全是编剧写不出来一个出格的疯批。",30,0,1
您我皆烦人,2023/1/31 22:12,有点中二，还行。,40,0,1
天神坑007,2023/1/27 13:59,大陆特供版网络商业片，爆米花指数够的，过审彩蛋有点意思。,30,0,1
小熊送花花,2023/1/25 23:40,一直在打架，医生太好笑了,50,0,1
浆乐年年望相似,2023/1/27 4:20,"这么疯癫狂暴的大女主居然是国内拍的????女主真的太姬了??????????一度以为故乡的百合花开了嘶哈嘶哈

（唉真的太超预期了 补满成五星吧 好多地方好精致 画面 BGM 演技配音都有可圈可点之处 其中荒谬离谱的地方在整个场景之下都成了笑点而不是扣分项）（我对小演员小制作还是很宽容！）",50,6,1
小明去哪了,2023/1/27 16:56,我的评价是不如抖音剪辑版。,10,1,0
红日,2023/1/29 14:43,冬草姐好帅,40,0,1
吸血小猴子,2023/1/27 17:54,缝合怪动作片，打发时间用，一群中国人顶着外国名字演外国故事，就很………,20,0,0
今安在,2023/1/29 17:01,继盲战后，杨杏又演了一个疯批女人。,30,0,1
xiaoxiong,2023/3/5 1:59,看点全在视频介绍里，没必要看全片,20,0,0
清尘,2023/1/26 10:25,剧情稍微有点单薄,50,0,1
灰,2023/1/29 20:25,多看一分钟都是犯罪,10,0,0
J先生,2023/2/23 10:24,暴爽的视觉下，还是有诸多细节不足！,30,0,1
纤行陌路,2023/1/27 16:30,有紧张刺激的动作戏，剧情这东西不强求，就是有的动作戏还挺酷的，就网大而言还是不错的。,30,0,1
在某天脱离实际,2023/1/28 22:59,女主病态太有那个味了,20,0,0
哒哒哒,2023/2/11 20:01,奇幻現實主義,20,0,0
往日不复现,2023/1/27 22:44,疯&爽,30,0,1
Annihination,2023/3/13 14:57,什么网大标杆,20,0,0
余三桂,2023/2/8 3:00,别说，比预想的严重，就是缝合太多好几次出戏,30,0,1
yzxbbo,2023/1/26 23:57,挺好玩的二笔片，网络段子大合集,30,0,1
hawha,2023/2/22 23:07,黄头姐有点下头，前半部分装逼味道浓，服化道太干净,20,0,0
凯文·史派东,2023/1/24 23:52,真够烂的，看了十分钟就关了。,10,19,0
梦工厂大爷,2023/1/24 12:48,前5分钟还是很精彩的 但是缝合太严重了 里面造型都是抄的 黑礁的女仆 生化4的艾达王 甚至生化的枪斗术 ； 技术上 霍穗强已经可以了 他需要安心下来好好弄个本子 做一个有品质的系列 将借鉴的东西改良而不是生搬 这样才能更进一步,20,32,0
WIKI魏,2023/2/22 4:34,缝合怪：周星驰各种片，通缉令，魔女。。。懒得盘点了,10,1,0
小西,2023/1/24 22:11,get到了杨杏的那种疯批A,30,23,1
海边的曼彻斯特,2023/2/3 15:10,开局就是大场面爽快刺激，直奔主题不多废话，最搞笑的是被强行拉过来的搭档，全片剧情精彩，要腿有腿要枪战有枪战，不输一些院线电影。,40,19,1
放飞自我,2023/1/31 14:18,与盲战相比，水平差了许多，剧情拖沓，无厘头的笑点占了太多时间，显得尴尬。一颗星只给杨杏的动作戏。,10,4,0
人民的艾力,2023/1/31 4:31,"“皮佳娜你竟敢背叛我！”
“谈不上背叛，她一直都是我的人！”",50,7,1
西决,2023/1/29 12:12,大女主好加分啊，国产影像中少有的神经质女杀手角色。,20,15,0
ling,2023/1/26 13:57,很神奇，虽然很缝合怪又二，但角色太有意思了以至于看完了,30,24,1
Pam,2023/1/28 17:52,国产大B级，无线新可能。,30,11,1
胡阿忧,2023/2/7 11:37,良心之上，是否还有更多三千米玩的观望？故事的主题被枪战掩盖，但主题依然出色；为了绝大多数人的幸福有很多方案，要么成为那个最恶的人自己主导一切，要么凭本事打倒一切罪恶的世界。安娜疯疯癫癫的真情流露真的很不错，枪战也很好，很赞。,40,4,1
温岭阿浪,2023/2/15 8:39,"观看的时候我在想，如果这些人都穿着皮套，那影片的评分会不会高一点呢？毕竟有些特摄片剧情不咋样，特效也不咋样，但都能有7分。
本片剧情确实是三星水平，豆瓣5.5分也挺客观。不过动作戏拍得很好，节奏感也不错，加上女主很可爱，作为爆米花来看是够爽的，就多打一颗星吧。",40,3,1
三尺旧巷,2023/1/25 22:55,疯批疯批,30,7,1
侑子（我回来了,2023/4/9 0:16,逻辑缺失，二次元设定三次元化的不适，这电影还挺有意思的；至少有个生动的女主角不是吗？,10,0,0
困在坚果壳里,2023/2/4 13:41,本来为了人设看的，结果就是依托答辩。,10,0,0
犯罪,2023/1/29 19:18,这是一部让你获取低端的高潮的爽片！,30,9,1
哇信号,2023/1/25 1:23,就是喜欢，杏啊，你太棒了，光芒万丈,50,8,1
обломов,2023/3/29 9:05,阿杏这是直奔网大打女而去了,20,3,0
牛奶很忙,2023/2/20 9:58,第一场动作戏比盲战好看很多，后面就是PS2CG动画水平了，杨杏老师的疯批女杀手人设请立住谢谢,20,1,0
一只特特呦,2023/2/10 23:42,"我来欣赏一下电影热门榜第一。
小品级别的长视频，是网大该有的样子，怎么还那么多对口型啊。
东北大乱斗：乱炖。",20,3,0
大头,2023/1/28 1:03,中型军迷cosplay现场,20,4,0
Hunterchou,2023/1/25 10:15,缝合怪，无厘头喜剧+游戏画面,20,4,0
东方小奕荣,2023/1/26 2:00,看打打杀杀的片子居然能看睡着了，我不适合看这种片子。。,30,4,1
古城茶博士,2023/1/25 20:18,常识：如果真的如剧中所演的那样，狙击枪穿过狙击镜然后爆头的话，最应该的样子是连脑花带后脑勺一起被轰掉，怎么可能只有那么一个小窟窿喷那点血！,10,9,0
长袜子,2023/2/13 23:09,没有新意，连动作场面都充满既视感，但起码执行得不错，观感是及格的。60,30,3,1
微谷,2023/1/24 22:25,霍穗强对于网大的掌控越来越好了，这次素质不错，就是缝合严重了点儿，若是找几个好剧本，终有能上主流院线的机会。杨杏演“神经质杀手”比《盲战》里更松弛了。最稳的还是叨叨，非常成熟的喜剧片配角。,30,16,1
潘老师,2023/1/31 0:06,一股low质感,20,0,0
子不语,2023/2/18 13:29,JK女能不能找个年轻的啊……,20,0,0
苏沐橙,2023/1/29 21:01,"过年电影之①①《狙击之暗杀》
真的不喜欢女主笑起来的样子",30,1,1
葱歌,2023/4/8 15:04,"想不通，评分怎么这么低。
说实话，没有明星的网大，质量上乘。
要动作有动作，要细节有细节。
搞笑而又不尴尬",50,1,1
豆乳玉柏麟,2023/2/1 11:29,"《狙擊之王：暗殺》是一部在無聊的時候看了更無聊的電影，是一部純粹的爆米花電影。劇情幾乎沒有，全靠打鬥拼湊。
楊杏飾演的精神病殺手真是弱爆了，溫柔的眼神，誇張的表演，這哪是精神病殺手，這是喜劇殺手，除了打鬥沒有任何出彩的地方，建議楊杏再飾演精神病殺手的話可以多看看《漢尼拔》、《沈默的羔羊》。
《狙擊之王：暗殺》如果改編成小說肯定會大賣的，電影劇本不錯：精神病殺手、用裝滿美元的集裝箱砸死躲在防彈轎車里的毒販，毒品王國王位爭奪戰，曾經的情侶反目成仇、生死相搏。可以說是一部爽文。可惜的是演員不給力。",30,0,1
我叫里昂,2023/1/25 3:37,尬死了尬死了,10,4,0
紫霄宫的瞌睡虫,2023/1/28 19:04,爽片，抛开逻辑，无脑爽就完事儿了,50,4,1
侯国涛,2023/3/1 18:43,导演的动作+喜剧风格逐渐开始成熟，女主和医生的人物塑造也比较成功。相较而言，其它角色的刻画就太随意了一点。整体上娱乐性比较强，如果剧情的逻辑性、情感的深度如果能够再做扎实一点，会是一部挺不错的好电影。,30,2,1
long2535,2023/4/16 5:47,网大中算好看的,50,1,1
D伯爵,2023/1/25 16:26,还记得盲战里那个疯女人，杨杏这里也是同样感觉，真是喜欢啊，疯疯癫癫，大杀四方,50,4,1
张大爷,2023/1/26 0:29,难得的好网大，值得推荐！,40,6,1
亢龙无悔,2023/4/30 20:34,前面还可以，但后面一路崩塌，演员感觉一会做得认真，一会所谓喜感又觉得故事方面很儿戏,20,0,0
??_柯南?,2023/2/14 21:58,"我非常喜欢这部电影，因为延续了导演自己的风格，将炫酷格斗、超远狙击、走心温情、幽默搞笑等各类元素贯彻到底！
整部作品在网络电影当中绝对称得上是一流水准，在剧情、场景、打戏、枪战等各种方面制作精致，效果真实、惊险刺激！让观众拥有极强的代入感，仿佛置身于战场中央。忐忑不安的心理和跌宕起伏的感受，随着剧情的快速推进，迷雾散去，揭开真相，所有的罪恶都将被终结。女主用M200狙击枪在距离目标3002米的范围内进行暗杀行动，是名副其实的狙击之王。以暴制暴，让不能被法律惩治的坏人付出应有的代价。向为和平而英勇战斗、不惧牺牲的战士致敬！
20:32～21:56",50,2,1
小强RUC,2023/1/26 16:21,杨杏的疯女杀手戏路更加放开了。,50,2,1
你怎么回事,2023/4/28 11:08,有幸观看了北京的首映，整部片子看完可以说是让我惊艳到了。前半部分笑点很欢乐，不低俗还挺有意思很有梗，后半部分让我这个铁石心肠之人都忍不住红眼落泪属实是不易。飞机含量很高看的很爽，真实的展现了试飞员的工作和生活，试飞和空战是我会反复刷的理由。整个故事展现的很顺畅，全员演技在线，超棒超爽，雷宇那股子劲很戳我。,50,13559,1
小笼包,2023/4/30 16:00,胡军演完的后面更没什么看的了，爱情线塞的莫名其妙的，王一博演的角色………整部电影一堆bug就连我妈这种爱看打仗的都快睡着了，这是哪边都没做好啊,30,2894,1
辞落,2023/4/28 14:58,上映就去看了，算是科普了试飞员这一职业。煽情还是比较多的，毕竟高危职业，这个情怀志向本身就是卖点。虽然我猜到队长要死，但是这个弹射失败的原因一言难尽，感觉还不如弹射成功但是降落高度不够。而且这些设备的细节问题，比如弹射失败、降落伞割不断，比发动机这些科研技术难题要简单多了，为什么不把控好这些细节问题，试飞员的生命安全不是更加得到保障么。是一部成长型电影，不光是试飞员个人的成长，也是中国飞机和航天事业的成长，没有《中国机长》那种成熟的飞行员的惊心动魄，但是最后意外确实体现出了训练的重要性和必要性。,40,3200,1
baikonur,2023/4/30 15:58,开头结尾出彩的平庸之作,30,527,1
花开有时,2023/4/28 14:30,之前朋友极力推荐说上映去看，今天去看了一下，首先特效方面很多地方不行，道路bug也有很多处。其次男主前期人设是一直犟嘴，然后他和男二的冲突的剧情也很老套，别说比不上壮志凌云，连之前的空天猎都不如。难看，不知道评论区怎么只有一水的好评，大家看的难道不是同一部电影吗？,10,10770,0
逸动控股,2023/4/30 16:29,请尊重历史！从宣发就能看出制作方根本没认真了解过中国空军事业，飞机建模的槽点更多了，宣称所谓的真机实拍？飞行员也不是谁都能当的，选角也要符合现实一点，文盲怎么开飞机？,10,7500,0
或且非,2023/4/28 11:37,"电影院里 
国之重器
轰鸣声听一响便是值回票价",50,9468,1
哆啦a梦的快乐,2023/4/28 14:59,特效拉胯，还不如天空猎，cg也是一堆错，胡军演技还不错,10,7696,0
恃南林以司,2023/4/30 8:43,1.算是五一档里唯一稍稍值得进电影院的电影，但也只值到银护3来之前2.观感仍然不够它的噱头，有很多CG画面表现的飞机姿态是匪夷所思的夸张，你要是看多了一些纪录片或者汤哥的壮志凌云，甚至只玩过一些空战游戏就能明白，夸张的机动会造成极大的失真感。为什么壮2那么成功，就在于观众能在真实驾驶舱与真实天空共振的翻滚里一起屏住呼吸、期待完成下一步新的飞控动作，用CG和极限耍帅画面来代替这种共同体验简直过于浮浪。对个人演员无感，但对这部电影背后透露的工业逻辑很失望,30,253,1
村炮翠西,2023/5/4 14:19,国产主题剧里只要是出现了为煽情而煽情的画面一般都有点……一个牛逼哄哄自信爆棚的年轻人总是有点桀骜不驯然后被老选手九死一生拯救回来，把自信心揉碎再乖乖学习的老套路一成不变，在多少电影里看过了。??????,30,135,1
略略略～,2023/4/28 14:58,bug太多,10,5518,0
老钻,2023/4/30 8:53,文戏太难看了西八，胡军和最后啵啵的两段飞行还不错,30,312,1
三七,2023/5/4 14:26,就很像口水话作文。,30,430,1
不要熬夜,2023/4/30 8:59,为什么要消费王伟烈士！有没有一点点尊重！！,10,5017,0
Stellaforstar,2023/4/30 8:49,演员演技就不说了，从剧情来看，前后呼应，起承转折都不错，结构完整，属于直线型叙事。一些小设定很戳我，比如揪小辫呀。但人物刻画不够鲜明，不管是雷宇、还是师傅张挺，从一开始就大致能猜出之后的情节走向，完全可以套用西方英雄模式。战友等人也都过于纸片化，不够立体鲜明。最大的作用可能是向观众展示了试飞员这一职业吧，可能有些地方还不够准确。估计军迷看了，会批评地更厉害。虽然如此，但作为一个观众，看到073无法返航，依旧会哭得稀里哗啦,30,75,1
Scientist_Lou,2023/5/11 0:37,王一博演技真的好差劲啊……胡军演得还是不错，可惜强行下线真的是有些难过。开头结尾的空中戏都还挺刺激的。爱情戏真的没必要，很尬。亲情友情部分的剧情其实也可以完善的更好一些。,30,9,1
修纳,2023/4/30 9:29,有幸看了首映，王一博的表现中规中矩，一个像样的演员，胡军很赞！有一说一，特效是真的一般,30,80,1
蕾蕾加块冰,2023/4/28 14:59,影片节奏紧凑，剧情很燃很泪目。感谢《长空之王》将我国空军取得的进步呈现在了大荧幕上，向飞行员试飞小队致敬，他们不愧为刀尖上的舞者。现场主创团队分享了令他们印象深刻的一幕，胡军超可爱，说大家太能吃了，都把火锅店老板吃傻眼了，王一博帅帅的，之前不太了解，没想到演技还不错～,40,7393,1
家有两宝,2023/4/28 14:58,身在阎良的我，家里人都在航空工业上班，长空之王还是在这里拍的，所以第一场就来看了。长空之王拍的真好，完全是我心中试飞员的样子！战斗机太帅了！整个电影非常的刺激～炸裂～燃～还有搞笑和感人～试飞员太伟大了，队长牺牲了，哭得我呀～ 有好几个片段看得我汗毛都竖起来了，每一秒都超级吸引人！,50,8085,1
