用户名,评论时间,评论内容,评分,赞同数,情感
Pluto.,2023/1/26 17:01,逆天剧情，让我感动的只是满江红这首词,20,228,0
Evenstar,2023/1/25 15:49,三星半 中间太拖沓了 没必要这么多反转。另外真的很像剧本杀 是因为国师最近合作的都是年轻编剧的原因吗。张译演技全场mvp 这次终于没演“过”，四字还是差了点，戏眼在他身上，但他没撑住。,30,127,1
绿一蛙,2023/1/24 3:30,比想象的要好，除去一些震天响的大场面不是很能共情到，大部分的时间都很沉浸其中。风尘女子这个部分，拍得不咋地，感觉国内男导演都不怎么会拍有意思的女性角色。,40,74,1
Foams,2023/1/28 17:22,有点像大型高端版的剧本杀，或者是只能一人逃出的密室逃脱。人人都是玩家，人人也都是那场阴谋的npc。千方百计，满腹筹谋，或为了活命，或为了忠义，在一方天地里彼此厮杀。除却剧情，配乐是真的妙，哪怕猜到结局，刻进中国人DNA里的爱国情怀在听到诗词的瞬间，依旧热泪盈眶。总有一些东西会超越时间与生命。,40,97,1
染,2023/1/23 8:18,23年开年第一片儿，好久没进电影院。《长安十二时辰》既视感，个个精湛的演技，出挑有力的音乐，层层反转的剧情，有血有肉的表达，荡气回肠的全军复诵，好一首咏叹曲，好特别的春节档，好一个艺谋老爷子！,50,1114,1
反转芝士子,2023/2/4 23:14,明明反转很多，却也没什么很惊喜的感觉。,30,74,1
谋杀游戏机,2023/1/23 17:39,很多人前仆后继地付出，只为一个很微小的东西——像是《狙击手》里全体队员的牺牲换来那张小纸条，《一秒钟》脱胎于《陆犯焉识》，让张艺谋心心念念的就是张九声惦记的那一小格胶片。《满江红》的结尾意外又在意料之中，肉身可以灰飞烟灭，但精神值得永世流传，这是独属于国师的浪漫。《满江红》组建了一个非常混搭、甚至看起来有点任性的演员班子，来自不同表演体系的人都在这大院子里交融碰撞，就像片中故意让你出戏的配乐一样，且影片有一种自我解构精神，每次刚升华完就自嘲消解一下。最擅长调教演员的张艺谋这次没有去抹掉演员原本的风格，让沈腾、岳云鹏发挥出不少自己的笑点，72岁的张艺谋真的自信又包容。最早这片计划全片一镜到底的，要真那么拍还挺酷的，可惜国内神茶不确定因素比较多，没法冒险,0,44,0
夜帘墨影,2023/2/15 17:30,其实算得上是一部还算能看的小品式电影，但这个全民朗诵《满江红》的桥段实在是难顶，岳飞要是知道900多年后的电影里秦桧(虽然电影里的设置是替身)激情朗诵他的笔墨他老人家估计也绷不住。另外，张译和这群卡司一起演戏给人的感觉，就像梅西在中超联赛踢球一样，不是一个维度的选手。,30,31,1
ha-llo,2023/1/28 8:40,三十功名尘与土 八千里路云和月 除了这点动人还有啥 还有啥,20,272,0
sallying,2023/1/22 17:32,每个人都演的太好了，选角真的厉害，配乐也贼拉搞笑,50,1528,1
可爱的崽,2023/1/22 13:19,中规中矩，3分水平，符合张艺谋近年来越来越退步的水平，易烊千玺再扣一星,20,718,0
倾玦,2023/1/28 23:23,非常难评，只有配乐还不错。老是杀人看得我生理不适，并且厌女片段看得我非常不爽。但是emo的敬业精神值得敬佩,30,103,1
糖不苦,2023/1/29 17:00,"大过年的...每次小刀封喉我都跟岳云鹏看见丑男主剌郭京飞脖子的时候一表情。四字太丑太丑！演技也麻麻，伤到我了。最出彩的是雷佳音，表现力真不错。
该说不说，国师最后整这么个浪漫主义的集体朗诵，我还有点小感动。",20,190,0
Fyou :P,2023/1/28 23:29,Emmmm…前一个半小时我觉得真的很无聊。。第一次看电影看到想玩手机。。一直在想这真的是张艺谋导演的作品？而且全程我都没笑出来 难道是我笑点变高了吗？我觉得那些点都很俗。。。笑不出来。。。总结就是：碟中谍中碟中碟中碟中碟中碟。。到最后反转得人都觉得太多了吧没必要??不过最后一起背诵满江红倒是蛮感人的 在我心里又拉回了点评分…看完整部电影就感觉又好看又不好看的hhhh？。。,30,129,1
山的南边有小镇,2023/5/1 23:23,看到上映前改的海报，心就凉了半截。和陈宇合作的第三个本子，《坚如磐石》还能期待吗？,20,50,0
Harvey0077,2023/1/25 8:41,"和表弟们看的。如坐针毡，我都要坐出病了，腿伸不开腰挺不直的，真心不适合去电影院看这样的电影。剧情跟张的前几部比起来也是很一般了。中间靠两三点的反转来分层，其余的大部分平平无奇到全靠相声演员和小品演员来撑……想象如果把演员全部换成路人，谁还能看完这3小时
ps：总体一般",30,202,1
小舟,2023/2/3 7:21,"其实，从电影本身来说，70多岁的张导已经炉火纯青，这片子的剪辑、节奏，基本上就是没毛病，可以当教科书了。但是，包袱和悬念抖到最后，还是撑不起来全剧，有点强行煽情。
另外，把搞笑和悬疑结合在一起，看得有点别捏，反正就是搞笑的时候会出戏。配的秦腔的音乐也让人出戏。",40,41,1
路千枫,2023/1/23 0:53,平平无奇且血腥，就最后集体朗诵《满江红》热血了一把。,30,310,1
易暝君,2023/5/5 14:55,一部长达两个半小时的悬疑式职场活话剧，沈腾、岳岳、安欣、佳音、千玺，五影帝同台说小品，故事却能层层递进，一个时辰里锅满天飞，为了一己私利各显神威无所不用其极，背景音乐里却播放着河南豫剧《五世请缨》《包龙图下陈州》《花木兰》等各种各样的凛然大义，各自给各自找活路，各自给各自铺后路，天高皇帝远的地方，金牌不管用。有能力不如有背景，会办事不如会邀功，人人都在展现着说话的艺术和职场行为艺术，底层愚昧精忠报国，上层精明贪婪龌蹉，然而这一切，都是像是山河沦陷之前靡靡之音，构成了必然的流向，汇入了历史的长河。,40,11,1
安妮,2023/2/1 1:05,"从铺天盖地的好评，到突如其来一边倒的差评，不想看太多舆论的观点，被裹挟和影响的观点都不独立。
我认为，作为一个春节档，还是合格的。类似长安十二时辰，短短时间内，紧张快节奏的发生很多事情，也类似利刃出鞘，悬疑＋不停反转制造悬念。作为商业片，可圈可点。
演员演技也不错，并不出戏，岳云鹏沈腾xue微出戏，但角色适合，也能融入。
剧情不评论。
音乐很加分，那种民俗音乐诡异又诙谐，氛围拉满了。",40,38,1
阁外星河低悬,2023/1/27 6:17,喜剧加悬疑，不得不说很有创新，但在一定程度上欣赏不来,10,264,0
??乌托邦??,2023/2/2 7:29,只能说浪费了这么好的演员阵容 如果没有岳飞的满江红 这片三星都没有 想搞笑 搞笑的很尴尬 想推理 推理的很随意 总而言之就是无聊 ps：睡了好几觉 醒了也不耽误接着看??,30,87,1
黄老三,2023/1/31 23:59,剪到两小时以内还能给三星，越到后面越不耐烦，为了反转而反转，强插的笑点，然后强行煽情。舞女被侮辱的地方，看得全身不适，原来不能说，现在我敢说，别再拍侮辱女人的情节了。,20,154,0
momo,2023/1/28 5:34,如果没有最后雷佳音站在楼上背词那段 那么整部电影真是无聊至极。。。,20,205,0
老罗Lazzaro,2023/1/29 22:55,国师高产还题材多变，从选角就能看出悬疑里带喜剧，大框架背景下玩小体量权谋，猜不到的层层反转还不够精妙，尾部不忘家国情怀，豫剧配乐更加强了戏剧感，设计独特但较显突兀。雷佳音对秦桧的演绎力压其他角色。,30,14,1
榛果拿铁要加冰,2023/1/22 11:39,沈腾，岳云鹏，潘斌龙，这是喜剧啊,10,1297,0
cedar cold,2023/1/24 22:32,最终秦桧替身的设计似乎很有寓意，但目前还没想清楚,50,179,1
Stacy,2023/1/23 17:02,"不停的反转 
莫等闲 白了少年头 空悲切",50,1260,1
天涯断肠粉,2023/4/29 17:21,理解不了为什么评分这么低？！这部电影可以列入我的个人TOP10评选。刚看到就知道是岳家军潜伏复仇记，果然像一个浓缩精华版的《长安十二时辰》，只不过张小敬这次穿越成反派了。电影的节奏、幽默感、燃点恰到好处，没有辜负大咖云集；架空的设计也合情合理。虽然最后满江红浪漫了一把，但我觉得煽情的度拿捏的还不错，故事的节奏也到那里了。你永远可以相信张艺谋，没想到国师可以这么幽默~,50,43,1
Doremi,2023/1/29 8:38,大型剧本杀，欣赏不了配乐,30,148,1
陈红生了陈想红,2023/1/23 16:32,一星给沈腾，一星给张艺谋。,20,566,0
举止优雅的猪,2023/4/29 10:18,网络上风评不一，终于明白什么是“为了反转而反转”了，刺杀行动和抓刺客跟闹着玩似的，有种《三枪》的感觉。,30,18,1
啦啦啦,2023/1/31 21:06,"两星半。
高高在上的男性俯视已经到了让人不适的地步，包括但不限于借本人和他人之口反复强调歌女的“清白”身份，车夫视女儿为自己的软肋但对女儿的母亲之死“无动于衷”。emo你怎么变成这样了？
剧本看起来像开拍前现攒的，前三分之一还对得起悬疑加喜剧的标签，后面人设基本崩盘，情节前后矛盾乱七八糟，完全无法自圆其说，尤其沈腾的感情线，真的有必要整得这么又臭又长吗？精简到一个半小时观感或许会好些。
张译在此片里有种清纯的性感（误）",30,110,1
偏时差,2023/1/31 3:21,前面还可以（我指的是余皑磊托付小孩给沈腾之前），后面就开始在反转煽情主旋律贞操观绿帽焦虑中炖成一锅粥并逐步向崩坏迈进。撕掉假皮露纹身以及逼雷佳音上台给全校师生背诵满江红实在令人难以言说………,30,18,1
Parallax...,2023/1/22 13:29,很巧，不仅体现在剧本的创作、编排与各式的反转上，而且在历史文化与主流意识形态之间找到了一个隐秘的有效的价值输出的平衡点。,40,293,1
Fenng,2023/2/7 23:47,像是一出多幕话剧。结局无法令人信服。,30,40,1
9L-ing,2023/1/26 8:40,反转不是太高级，硬转，不太像国师水平。,30,101,1
黑骨精,2023/1/25 23:41,戏说历史，虚构历史平添几分当代人的理解。秦桧的“替身”或许可以理解为秦桧内心的良知，另一个自己被奸诈的自己击溃。国师的迷宫布局玩儿得其实挺不错的，年过古稀的老头子还在突破自己，真的很难得了。,40,78,1
??,2023/1/23 9:53,真的报看，说反转很绝，我感觉很尬。立意看似很大表现出来又很小，不否认演员演的挺好的，但剧本真的不行啊。,20,338,0
gimmeareason,2023/1/26 5:44,艺术创作者的自我高潮，靠着主旋律煽情但细思挺无趣的,20,277,0
momo,2023/1/31 23:59,故事很套路化，为了反转而反转，让秦桧背满江红是为了恶心谁,20,133,0
咻咻咻,2023/1/22 13:35,玛德 赶了两场电影 那些说好看的自己心慌不慌 冲着国师和腾哥去看的 太让人失望了,20,398,0
miao2,2023/1/31 6:35,低成本网剧………,30,127,1
掉线,2023/3/9 17:51,【B】从张大被审问开始，前面那种严丝合缝，精巧布局的形式感就泄气了，至最终反转时悬疑线更是变成了大笑话。根本上来说，这个剧本其实就是非常娱乐化追求爽感的故事，但张艺谋选择了用有高级感的形式来拍，最后这个效果吧，好像说高级差点味儿，说爽又觉得还能拍更爽（走昆汀风肯定会更带劲），但又确实是好看的。我始终觉得张艺谋这几年拍类型片的能力被过誉了，他固有的“旧”并没有与顺应时代的“新”真正融合在一起，而是呈现出一种半新半旧，新旧掺杂的观感。就像某些几十年后被重新编曲混入电子乐的老歌，又有点四不像，又有点带感,40,5,1
牛2牛1985,2023/1/25 21:11,小人物演历史，大人物写历史。,40,55,1
月瑶咏望,2023/2/1 0:16,我第一次在影院睡着,20,133,0
阿瞒冲起来,2023/4/30 16:16,这呱噪的过场音乐真吓人,30,16,1
YYJ,2023/2/3 17:04,背景音乐咋咋呼呼的，败笔,30,66,1
连城易脆,2023/4/7 12:43,"今天是成龙69岁的生日，有这样一部致敬香港龙虎武师的电影上映确实意义非凡。想来，成龙算是我观影生涯里看过作品最多的电影人了，也是我学生时代最喜欢的动作武打明星。

看到片中很多大哥过去的影像作品混剪，确实很感慨，如果我没记错的话，我第一次去影院看电影好像就是我父亲抱着我看《我是谁》，票价只有5块钱，是礼堂式的电影院，一转眼都二十多年了，更不可思议的是，我竟然就在2天前《龙马精神》点映亲眼见到了大哥，站在大哥身后完成大合影。

这部电影可以说浓缩了成龙的大半生，如果从小就看成龙电影长大的影迷估计都会很触动吧，最近昆汀和伊斯特伍德都公布了自己生涯的最后一部电影计划，但是我希望成龙可以一直拍下去，甚至可以重新为动作喜剧找到新的表达方式。",40,506,1
得嘞,2023/4/7 22:50,如果，只有一龙一马的故事，会更有精神吧,30,772,1
大上海红牡丹,2023/4/7 12:20,"成龙现实对女儿那么绝情，电影里又一往情深。致敬自己的同时还不忘洗白和小龙女的""父女情""，刘浩存知道自己演的谁吗！",20,2449,0
周宇勋,2023/4/7 12:50,不可否认成龙大哥的敬业精神，只是看到他装模作样演着父女情深的桥段，怎么演怎么跳戏。不知现实中被大哥不闻不问的「小龙女」看到影片中父亲与刘浩存「感人至深」的羁绊时会作何感想？反正我挺想吐的。。（电影想靠各路喜剧咖的堆叠与卖弄「龙虎武师」的回忆杀吸引眼球，结果不仅笑点全崩，连情怀都毫无共情，假的一批。。）（杨子+成龙+少班主的组合本来也是个烂片标配，有期待是我的错！）,20,1284,0
奥特曼,2023/4/7 12:40,刚看完出来，和想象中一样好难看，真的早就不欠成龙电影票了，也求你别再忽悠观众了。,10,1458,0
淡蛋蛋淡,2023/4/7 12:51,奥斯卡终身成就奖除了表彰大哥以前的辛苦和贡献，也是让他别再拍了，想打就打给自己看，咱就行行好，别让观众买单了。,10,1254,0
春風的異邦人,2023/4/7 12:41,"存子就是接了太多沙文主义导演的沙文主义故事里基于沙文主义叙事目的而存在的功能性女性角色，才导致她永远困在「假」的藩篱之中，因为这些角色本来就不真啊。要是真想达成父女的双向治愈，有什么理由不把女儿设置成律师，而是要让女婿来完成这个任务？让父亲认可了女婿、让女儿认可了父亲，女儿自身呢？女儿只会承认自己年少叛逆，甜甜地说一句爸爸你好厉害，我第一次知道有爸爸保护是什么感觉。
吴京客串的角色对成龙说“兄弟们你都罩着，有苦你从来不说”，真的吗？不是都花一整部电影来说了吗？",20,644,0
似越,2023/4/7 12:49,看的是超前点映 都说戏如人生 看电影的时候 数次被成龙于马儿于女儿的情感感动到落泪 but戏外成龙是如何处理小龙女事件的大众都知道 对照现实又觉得有些许讽刺 刘浩存怎么哪儿都有你 厌恶至极！最后还是要向那些曾经为电影事业一直默默付出的人们致敬。,30,456,1
奥特曼,2023/4/7 13:51,成龙的印第安造型秒回《我是谁》，在片场大哥看的是《新警察故事》剧本、还有拍摄《龙兄虎弟》时最严重的一次受伤，以及蒙太奇闪回的不用替身动作画面…这部就像刘德华的歌曲”十七岁“一样，属于成龙对自己演员生涯的一次回顾与情怀致敬。“不真摔，观众看什么…致敬就要像以前一模一样：来真的！” 做这件事是择一世、终一生的选择，他们的时代永远没有过去。,40,371,1
玩儿少,2023/4/7 17:18,又名《忠马赤兔物语》，这片子主打的就是感情牌、煽情戏，父女的感情戏、人马的感情戏…如果能在龙虎武师的精神上、对龙叔实拍动作戏的敬业的致敬上多下功夫，会提高不止一个档次。,30,92,1
初商月,2023/4/7 12:22,从小学看大哥的电影一直到成为社畜，竟然一直都在打也是相当不容易了，喜欢片中穿插的成龙过往作品镜头，让人回味起以前抱着碟片不撒手的时候了，是爽的,50,316,1
壹安2,2023/4/7 13:07,我又TM看哭了，你这让每一个看成龙电影长大的孩子哪有不哭的！,40,257,1
健忘的煤柱,2023/4/7 16:57,"3.5，成龙ip大联欢，其实有很多可玩的点，但剧本有点拉……考虑到大哥一把岁数还在打值一个4分

但是该死啊眼泪为什么停不住……为什么把真实的武师故事插到这么怪的剧本……",30,40,1
南开区演员黄渤,2023/4/7 12:46,女儿对父亲这么多年怨念这么深，一笔带过就和解了，恰恰说明他对小龙女的感情空白，太想当然太假了！,10,965,0
磕学家??,2023/4/7 12:08,赤兔和成龙的打戏好评，如果仅仅只是一个功夫喜剧片我绝对五星，偏偏导演想不开要加什么乱七八糟、自认为煽情的亲情戏，搞得不伦不类。最想骂的就是含存量过高，咱就是直接一个快跑！！！抛去其他的不说，究竟是谁教lhc这么做作的演戏和讲话的?还说像章子怡，人章子怡演戏的时候身上那种孤傲与坚韧劲哪有这么装?,20,593,0
正在输入···,2023/4/7 12:19,龙虎武师管马什么事儿？最后的片长我还以为龙叔要跳下去致敬，谁承想，自己成了自己之前讨厌的样子，什么致敬？什么精神？没钱的时候谈致敬，没钱的时候谈精神，太可惜了。我说完心里也有些隐隐作痛的呢。??,20,550,0
见与不见,2023/4/8 17:09,剧情无聊，成龙怀旧多了就尬，父女戏也平淡，但马的表演一流,30,53,1
谋杀游戏机,2023/4/7 12:22,与之前的纪录片《龙虎武师》形成娱乐商业片层面的映照，不约而同重现了诸多影史动作戏名场面，像成龙说的，这不是关于他一个人的电影，而是致敬曾经所有的龙虎武师。也许在今天的年轻观众看来，他们的玩命不可理解也没有必要，但当年正是靠他们拿命去拼，才拼出了香港功夫片的辉煌年代。成龙马上70岁了，那个年代再也不会回来了，这部电影算是一个喜感+伤感的作结吧。赤兔好漂亮，表演也很丰富，驯马师厉害。,40,284,1
章子怡,2023/4/7 12:14,大哥老了，但还是你大哥！,40,293,1
小艮,2023/4/7 13:56,作为动作片迷，数度哽咽、落泪。老罗戴帽子致敬《奇迹》；印第安人造型致敬《我是谁》；误闯入舞台帮助孩子们练翻跟斗又呼应七小福练功经历；成龙属马，在《上海正午》时与马有过很多对手戏，所以用马作为关键元素来“重现”他作为龙虎武师时所经历的种种酸甜苦辣。本片虽然在剧本上不算规整严密，但喜剧段落与情感戏也是奏效的，而且情怀满溢。看得挺满足的。,40,245,1
小彬彬,2023/4/7 21:04,"如坐针毡，如芒刺背，如鲠在喉。
这是听到这三如后，第一次在电影院感受。
幸亏是没花钱，我谢谢你，淘票票三百积分。",10,610,0
momo天使,2023/4/7 13:15,看过最难看的一部电影没有之一，刘浩存的演技还能再烂点吗？？成龙大哥也只能卖情怀了，剧本稀烂！！！,10,353,0
居无间,2023/4/7 13:57,父女线突兀。人与马的戏挺不错的，而且非常催泪。从立意看，赤兔被移交应该是更合理的结局，因为它本就是新时代龙虎武师的喻体。影片里的台词、美术等元素，对成龙的经历多有指涉。期待能有一部更加纯粹的、致敬成龙职业生涯的情怀大片。,30,11,1
卡夫卡的小屋,2023/4/7 12:13,不仅在讲老罗也是在讲成龙这六十年的电影人生，那些用自己血汗泪拼搏出来的片段在电影中展现的时候，真的很感动,40,237,1
方枪枪,2023/4/11 16:58,成龙致敬自己的电影，从龙虎武师群体着手，也有很多成龙经典电影的桥段和表达。但故事线有点太纷杂，赤兔纠纷，父女感情，以及和女婿之间的情节等等，杂乱显得无章，而且很大问题就是父女之间关系的和解总是莫名其妙，以及成龙饰演的父亲过于自我，会让观众不太喜欢吧。,30,4,1
呼噜呼噜,2023/4/7 13:42,看到是成龙大哥的电影第一时间就去影院看了，总体来说还是ok的，有笑有泪，龙虎武师了不起！,50,179,1
凯文·史派东,2023/4/7 12:15,我的天啊??郎月婷都演刘浩存的妈了，为啥俩人只要在一块儿，刘浩存的头就小了一圈儿，缩头术笑死我了。,20,179,0
罗里吧嗦,2023/4/7 13:44,有种青春回归的感觉，电影里有很多彩蛋和致敬的镜头，印象很深的就是老罗让乃华练扎马步，这不是醉拳吗23333,40,138,1
银敏悲,2023/4/7 12:30,成龙的粉丝电影，也就结尾煽情了一把，前边都是瞎胡闹，根本就不像电影，大哥真的有认真反思自己为啥从最好变最烂吗？,20,180,0
申报记者何书桓,2023/4/7 12:26,别的不说，什么样的家庭实习生和大三生就开上了路虎，不能因为赞助商是路虎就全片都是路虎吧。母亲不在了，女儿也不和父亲来往，那请问她的经济来源是什么，电影也不交代，很多桥段都太过儿戏。,20,152,0
青岛啤酒,2023/4/7 19:37,一时之间分辨不出，剧情、成龙演父女情还是存子的演技，哪个更尴尬。,20,147,0
托尼·王大拿,2023/4/10 9:51,港片曾经的辉煌与当下的式微，武行今昔的演变，香港电影人的北上，成龙自身的演艺经历，乃至横店作为“角色”所自带的解构意味，诸上元素就足以构成一部高度凝练又层次丰富的元化电影，又何必要使用那些粗糙打磨粗劣执行的情感戏？看上去不过是编导自以为是的一厢情愿以及老年房仕龙的自我感动罢了。,20,20,0
胡闹君,2023/4/8 14:52,又臭又长的成龙大哥自我感动沉浸式半自传烂片，可以看出大哥想要拍一部致敬龙虎武师的片子，顺道回顾一下自己的演艺经历，也找到了一些老友前来客串，但是整体呈现效果并不好，全片的亮点就是仅有的几场动作戏份还有和赤兔的戏份，而文戏也就是感情戏方面处理的非常生硬尴尬，特别是片中与女儿的感情戏真的就和小孩子过家家一样，说和好就立马和好，非常突兀。关键还有刘浩存的表演，简直是灾难级别的，每一个眼神动作包括台词都非常做作，演的很假，出戏感十足，或许换个女主会好点？不过也救不回这烂剧情，而且故事本身跳跃感十足，叙事逻辑混乱，想要表达的东西太多，但是都没讲好，最后的结局又把叙事中心转到老罗和赤兔的感情上，而且也是非常刻意的煽情。整体来说，拍的有些敷衍了，单纯的卖情怀之作，而且在主角的选择上更是雪上加霜，比较差。,20,46,0
MinamiFans,2023/4/7 18:14,成龙69岁生日打卡。看成龙演成龙，有做成元电影的潜质，创作者为了追求商业和娱乐化，也没必要弄得这么俗吧。。本质上还是过时的电影。但一想想他的电影看一部就少一部，不免得还是有些感伤的。,20,51,0
Roland痕,2023/4/7 12:50,看老罗试穿小宝跟男友送的衣服觉得特别感慨（这是小彩蛋吗？哈哈），不由得想起电视机里的花絮每一个片段都是他真真实实地摔出来的，冒着生命危险的疼痛与伤痕才换来了那么多经典优秀的作品，顿觉得肃然起敬，大哥必须支持,40,134,1
头颅在沉默,2023/4/7 12:47,剧情完成度还是有的，首尾呼应我很喜欢，不如说也是喜欢老罗跟赤兔的日常啥的，特别是最后赤兔拿拳击手套那段callback我爆哭。,40,96,1
鸡排饭加个蛋,2023/4/7 12:41,首映日早场安排给到龙虎武师足够的尊重，不过浩存妹妹如果你的台词再没长进的话以后真的会不如一匹马哦。,20,80,0
叶湘伦,2023/4/7 13:13,我不否认Jackie Chan在全球电影史的地位，也不否认他对于把中国功夫文化向全球传播的重大贡献，曾经我也非常非常喜欢成龙，是我的偶像，容不得别人说他半点坏话。但成龙近年来的作品确实除了英伦对决没一部能看的，这是事实，这电影也是真的不行啊，手机上看看就得了，不值得花钱去电影院看。,10,221,0
小旗,2023/4/7 12:40,全片堪称对成龙本人的大型打脸现场，就是他越没有什么这片越吹什么，而他全程高喊龙虎武师精神，可电影却照样使用了替身和各种的CGI，可纵然是如此的虚假，片尾字幕里对龙虎武师的致敬却是真的，只因为这片里出现了唐季礼，这一点懂的都懂,20,61,0
肥头士,2023/4/7 22:24,只要他还在拍，我一定会看，不管电影好坏,30,10,1
大奇特(Grinch),2023/4/9 15:29,精神我敬仰，电影真不行。请先学习下《摔跤王》那类片是如何描写父女和解的，再谈精神吧。父女关系是编剧一厢情愿妥协于剧情——和解快如风，完全不像多年没有往来，之后又变脸如翻书，全部配合剧情需要。情节上用各种彩蛋生硬拼接，只有片段没有结构。应了那句歌词“把握生命里的每一次感动”，而这些感动多数是说出来的，不是靠情感传递的，且不是为观众带来感动，而是满满的自我感动。我们总能在一些电影的片尾看到“本片没有小动物受伤”的字样，这部却……,10,82,0
bird,2023/4/7 17:56,成龙大哥生日快乐！还是退休吧！好的演员谢幕应当如初始般华丽，而不是只会自我感动。本来它可以拍的足够有趣和有情怀，结果净剩下廉价煽情了。,10,160,0
yukicheung,2023/4/7 13:11,除了成龙致敬自己的着装，别的毫无看点。,20,97,0
魔法使之夜,2023/4/8 16:02,"题材是个很有潜力的题材，可惜剧本没写好。剪辑和人物变化跳跃，抛开刘浩存本人问题，父女线占篇幅大且多余，削减父女线让其只是一个陪衬，而非主线。找个好编剧丰富龙虎武师线的相关，把重点更加聚焦到当年的港片、成龙和龙虎武师们，铺陈好人物转变，感情戏重点放在人马关系和其他龙虎武师们，电影评价绝对能提升很多，这种电影类型对于成龙来说机会真的不多。
看着成龙满脸皱纹，还在电影内打来打去，还有一段回顾自己巅峰时期的各种经典镜头，电影外宣发还各种拿成龙来宣传消费，真的很难受，我更希望他能演一些自己主导的作品，少去消费自己捧新人，万幸的是吴京在片里说愿意投钱成龙，现实也确实这样，算是些安慰了。
马的表现非常棒。刘浩存在颜值扮相上也挺讨喜，只能说可惜，这个可惜不止是指刘浩存也是整部电影。",30,9,1
Ber_雪碧,2023/4/9 13:39,“10分满分我给3分，这就不是电影。”,30,14,1
779103178,2023/4/7 13:14,我后悔我看的这部电影，尴尬，抠脚，玩手机。,10,201,0
猫不跳,2023/4/8 21:46,参加的路演场，看到成龙大哥眼泪差点掉下来，电影是情怀，是一代代龙虎武师不屈且拼命的精神，??演的也好，真棒,30,5,1
阿德,2023/4/8 12:03,3.5星，致敬龙虎武师和成龙自己,40,13,1
KellyWu凯利吴,2023/4/9 14:05,好于《功夫瑜伽》《急先锋》，番禺万达影院映后见面会，成龙大哥精神状态颇好，刘浩存真人比电影画面还好看，本片相当于成龙一个人的《龙虎武师》，难怪《龙虎武师》没有正式出场接受访问，有笑有泪有打戏，情节略单薄，整个剧本感觉就是为成龙而写的，可以说是成龙最具粉丝向的作品，当然感动的地方莫过于通过meta影片花絮去怀念以前那个无所不能的成龙。本片也是通过老罗这个角色，直接讨论了龙虎武师的生存空间问题，在大量电影特效的冲击后，实拍的动作电影究竟未来还有价值吗？但无论是今年的杀神4，甄子丹仍然站在动作电影的巅峰上睥睨天下，还是年过六十的阿汤哥，还在挑战动作电影的极限。我觉得观众还是喜欢看实拍，电影特效充其量还只是一种加分项。,30,7,1
小万哥哥,2023/4/7 17:36,即使你是成龙大哥，即使知道你老了，即使你三五年没出山了，但也不要一出山，就一直拿着自己以前的光辉电影，进行无限的致敬好不啦，很尴尬耶。另外，人马情未了，着实把我给尬麻了,20,64,0
焱,2023/4/7 15:46,虽然这电影不太行，但刘浩存真人站我跟前的时候，我也不行了。,20,38,0
铭潮,2023/4/9 18:44,刘浩存演的什么啊，好神经病。,30,4,1
十一伏特,2023/4/7 23:01,"三年前那部纪录片《龙虎武师》里少了成龙，当时据说成龙正筹拍相同题材，估计指的就是这部电影，没想到是用剧情片的方式。基本上是致敬成龙自己，直接放上八九十年代经典作品的花絮剪辑画面，嫁接到一个虚构的落魄武师身上，身份落差产生角色定位的不自然。主角到底是曾经辉煌如今落魄的过气打星，还是一直隐身幕后的武打替身，自相矛盾的含糊同样在其他配角身上存在，情绪转折很生硬地推进。
隔一段打戏就来一出煽情戏，年仅70岁的成龙还在演打戏确实让人心疼，可也不能反复靠贩卖情怀来强行催泪。除了成龙外，其他演员的演技状态都很勉强，找来不少喜剧演员客串，看着出戏。既然是致敬武行，为何不多些当年真正的动作演员来客串呢。",30,12,1
橙子换马甲,2023/4/8 0:04,马驯得真的好，估计拍起来挺花工夫的。。成龙的动作戏比我想象的多，而且还是很有他的特色的，虽然明显吃力，身手不比当年。。最后拒绝用CGI那场戏是最明显CGI的一场，不知道是不是特意设计。。至于剧本，这年头就不要强求了。。父女线不行可能很大因素是女主太差了，就一直一脸“清纯可爱灵动少女”，看着烦人。。郭麒麟还行吧，不特别自然，但这个角色也就这样了整不出什么花来，而且对手少女那样。。小沈阳真的是客串，谁想出来让他演一个精英律师的哈哈哈哈～不过一出场就有人点名笑，大概也算不辱使命。。（一种靠脸吃饭,0,14,0
深邃,2023/4/7 22:44,造句：1. 一想到能给这片打星了，我就龙马精神起来。2. 龙马精神早上好，我是李志。,10,119,0
小植野,2023/4/7 19:06,前半段像是短视频各种抖机灵小点子的缺点放大，各种剧情上的缝合看得尴尬抠脚，一个给成龙量身定制的剧本，像是平行宇宙的另一个他，结果在这个宇宙里还要满足一下自己做父亲的心理，代入了女婿一下对未来感到焦虑了。而剧情上就是想一段是一段的片段合集，主线官司打得莫名其妙，父女感情线写得一团浆糊，要打官司了才想起女儿，这不就是活脱脱的有事钟无艳，无事夏迎春。后面还要拿录像硬煽情往主题靠龙虎武师，想做得像情怀致敬，可事实就是消费形象。到后面勉强有半小时能看，本来想打到两星了，结果最后一段又梦回《人生大事》最没必要的最后半小时，就像在这来回拉扯硬拖时长。,10,104,0
谷风一幕,2023/4/7 13:28,剧本太差了，成龙致敬自己可以，打不动就在剧情上下下功夫，不能啥都没有。,10,163,0
豆瓣路人己,2023/4/7 18:27,最感人的不过是电影里成龙过往影片的内容，很多东西没有重点。,20,43,0
